filename,file_path,label,duration,labeled,timestamp,notes,source_file
scratchonix-a-baby-laughing-417358_3s_clip_0000.wav,C:\SINGAPORE POLY YEAR 2 SEM 2 OCT-MAR 2026\CIOT (ELECTIVE)\baby_monitoring\clips_3seconds\scratchonix-a-baby-laughing-417358_3s_clip_0000.wav,,3.0,False,,,scratchonix-a-baby-laughing-417358
scratchonix-a-baby-laughing-417358_3s_clip_0001.wav,C:\SINGAPORE POLY YEAR 2 SEM 2 OCT-MAR 2026\CIOT (ELECTIVE)\baby_monitoring\clips_3seconds\scratchonix-a-baby-laughing-417358_3s_clip_0001.wav,,3.0,False,,,scratchonix-a-baby-laughing-417358
scratchonix-a-baby-laughing-417358_3s_clip_0002.wav,C:\SINGAPORE POLY YEAR 2 SEM 2 OCT-MAR 2026\CIOT (ELECTIVE)\baby_monitoring\clips_3seconds\scratchonix-a-baby-laughing-417358_3s_clip_0002.wav,,3.0,False,,,scratchonix-a-baby-laughing-417358
scratchonix-a-baby-laughing-hysterically-417356_3s_clip_0000.wav,C:\SINGAPORE POLY YEAR 2 SEM 2 OCT-MAR 2026\CIOT (ELECTIVE)\baby_monitoring\clips_3seconds\scratchonix-a-baby-laughing-hysterically-417356_3s_clip_0000.wav,,3.0,False,,,scratchonix-a-baby-laughing-hysterically-417356
scratchonix-a-baby-laughing-hysterically-417356_3s_clip_0001.wav,C:\SINGAPORE POLY YEAR 2 SEM 2 OCT-MAR 2026\CIOT (ELECTIVE)\baby_monitoring\clips_3seconds\scratchonix-a-baby-laughing-hysterically-417356_3s_clip_0001.wav,,3.0,False,,,scratchonix-a-baby-laughing-hysterically-417356
scratchonix-a-baby-laughing-hysterically-417356_3s_clip_0002.wav,C:\SINGAPORE POLY YEAR 2 SEM 2 OCT-MAR 2026\CIOT (ELECTIVE)\baby_monitoring\clips_3seconds\scratchonix-a-baby-laughing-hysterically-417356_3s_clip_0002.wav,,3.0,False,,,scratchonix-a-baby-laughing-hysterically-417356
u_xg7ssi08yr-baby-laugh1-355138_3s_clip_0000.wav,C:\SINGAPORE POLY YEAR 2 SEM 2 OCT-MAR 2026\CIOT (ELECTIVE)\baby_monitoring\clips_3seconds\u_xg7ssi08yr-baby-laugh1-355138_3s_clip_0000.wav,not-cry,3.0,True,2026-02-22 17:04:51,baby laugh/giggle - auto-labeled as not-cry,u_xg7ssi08yr-baby-laugh1-355138
u_xg7ssi08yr-baby-laugh1-355138_3s_clip_0002.wav,C:\SINGAPORE POLY YEAR 2 SEM 2 OCT-MAR 2026\CIOT (ELECTIVE)\baby_monitoring\clips_3seconds\u_xg7ssi08yr-baby-laugh1-355138_3s_clip_0002.wav,not-cry,3.0,True,2026-02-22 17:04:51,baby laugh/giggle - auto-labeled as not-cry,u_xg7ssi08yr-baby-laugh1-355138
u_xg7ssi08yr-baby-laugh1-355138_3s_clip_0004.wav,C:\SINGAPORE POLY YEAR 2 SEM 2 OCT-MAR 2026\CIOT (ELECTIVE)\baby_monitoring\clips_3seconds\u_xg7ssi08yr-baby-laugh1-355138_3s_clip_0004.wav,not-cry,3.0,True,2026-02-22 17:04:51,baby laugh/giggle - auto-labeled as not-cry,u_xg7ssi08yr-baby-laugh1-355138
u_xg7ssi08yr-baby-laugh1-355138_3s_clip_0005.wav,C:\SINGAPORE POLY YEAR 2 SEM 2 OCT-MAR 2026\CIOT (ELECTIVE)\baby_monitoring\clips_3seconds\u_xg7ssi08yr-baby-laugh1-355138_3s_clip_0005.wav,not-cry,3.0,True,2026-02-22 17:04:51,baby laugh/giggle - auto-labeled as not-cry,u_xg7ssi08yr-baby-laugh1-355138
u_xg7ssi08yr-baby-laugh1-355138_3s_clip_0007.wav,C:\SINGAPORE POLY YEAR 2 SEM 2 OCT-MAR 2026\CIOT (ELECTIVE)\baby_monitoring\clips_3seconds\u_xg7ssi08yr-baby-laugh1-355138_3s_clip_0007.wav,not-cry,3.0,True,2026-02-22 17:04:51,baby laugh/giggle - auto-labeled as not-cry,u_xg7ssi08yr-baby-laugh1-355138
u_xg7ssi08yr-baby-laugh1-355138_3s_clip_0008.wav,C:\SINGAPORE POLY YEAR 2 SEM 2 OCT-MAR 2026\CIOT (ELECTIVE)\baby_monitoring\clips_3seconds\u_xg7ssi08yr-baby-laugh1-355138_3s_clip_0008.wav,not-cry,3.0,True,2026-02-22 17:04:51,baby laugh/giggle - auto-labeled as not-cry,u_xg7ssi08yr-baby-laugh1-355138
u_xg7ssi08yr-baby-laugh1-355138_3s_clip_0010.wav,C:\SINGAPORE POLY YEAR 2 SEM 2 OCT-MAR 2026\CIOT (ELECTIVE)\baby_monitoring\clips_3seconds\u_xg7ssi08yr-baby-laugh1-355138_3s_clip_0010.wav,not-cry,3.0,True,2026-02-22 17:04:51,baby laugh/giggle - auto-labeled as not-cry,u_xg7ssi08yr-baby-laugh1-355138
u_xg7ssi08yr-baby-laugh1-355138_3s_clip_0012.wav,C:\SINGAPORE POLY YEAR 2 SEM 2 OCT-MAR 2026\CIOT (ELECTIVE)\baby_monitoring\clips_3seconds\u_xg7ssi08yr-baby-laugh1-355138_3s_clip_0012.wav,not-cry,3.0,True,2026-02-22 17:04:51,baby laugh/giggle - auto-labeled as not-cry,u_xg7ssi08yr-baby-laugh1-355138
u_xg7ssi08yr-baby-laugh1-355138_3s_clip_0013.wav,C:\SINGAPORE POLY YEAR 2 SEM 2 OCT-MAR 2026\CIOT (ELECTIVE)\baby_monitoring\clips_3seconds\u_xg7ssi08yr-baby-laugh1-355138_3s_clip_0013.wav,not-cry,3.0,True,2026-02-22 17:04:51,baby laugh/giggle - auto-labeled as not-cry,u_xg7ssi08yr-baby-laugh1-355138
u_xg7ssi08yr-baby-laugh1-355138_3s_clip_0016.wav,C:\SINGAPORE POLY YEAR 2 SEM 2 OCT-MAR 2026\CIOT (ELECTIVE)\baby_monitoring\clips_3seconds\u_xg7ssi08yr-baby-laugh1-355138_3s_clip_0016.wav,not-cry,3.0,True,2026-02-22 17:04:51,baby laugh/giggle - auto-labeled as not-cry,u_xg7ssi08yr-baby-laugh1-355138
u_xg7ssi08yr-baby-laugh1-355138_3s_clip_0018.wav,C:\SINGAPORE POLY YEAR 2 SEM 2 OCT-MAR 2026\CIOT (ELECTIVE)\baby_monitoring\clips_3seconds\u_xg7ssi08yr-baby-laugh1-355138_3s_clip_0018.wav,not-cry,3.0,True,2026-02-22 17:04:51,baby laugh/giggle - auto-labeled as not-cry,u_xg7ssi08yr-baby-laugh1-355138
u_xg7ssi08yr-baby-laugh1-355138_3s_clip_0019.wav,C:\SINGAPORE POLY YEAR 2 SEM 2 OCT-MAR 2026\CIOT (ELECTIVE)\baby_monitoring\clips_3seconds\u_xg7ssi08yr-baby-laugh1-355138_3s_clip_0019.wav,not-cry,3.0,True,2026-02-22 17:04:51,baby laugh/giggle - auto-labeled as not-cry,u_xg7ssi08yr-baby-laugh1-355138
u_xg7ssi08yr-baby-laugh1-355138_3s_clip_0022.wav,C:\SINGAPORE POLY YEAR 2 SEM 2 OCT-MAR 2026\CIOT (ELECTIVE)\baby_monitoring\clips_3seconds\u_xg7ssi08yr-baby-laugh1-355138_3s_clip_0022.wav,not-cry,3.0,True,2026-02-22 17:04:51,baby laugh/giggle - auto-labeled as not-cry,u_xg7ssi08yr-baby-laugh1-355138
